Code,organization_label (en),REF URL organization_label (en),RET DAT organization_label (en),description (en),alias (en),instance of (P31),REF URL instance of (P31),RET DAT instance of (P31),located at street address (P6375),REF URL located at street address (P6375),RET DAT located at street address (P6375),city (P131),REF URL city (P131),RET DAT city (P131),county (P131),REF URL county (P131),RET DAT county (P131),state (P131),REF URL state (P131),RET DAT state (P131),country (P17),REF URL country (P17),RET DAT country (P17),coordinate location (P625),REF URL coordinate location (P625),RET DAT coordinate location (P625),phone number (P1329),REF URL phone number (P1329),RET DAT phone number (P1329),email address (P968),REF URL email address (P968),RET DAT email address (P968),official website (P856),REF URL official website (P856),RET DAT official website (P856),inception (P571),REF URL inception (P571),RET DAT inception (P571),"dissolved, abolished or demolished (P576)","REF URL dissolved, abolished or demolished (P576)","RET DAT dissolved, abolished or demolished (P576)",parent organization (P749),REF URL parent organization (P749),RET DAT parent organization (P749),subsidiaries (P355),REF URL subsidiaries (P355),RET DAT subsidiaries (P355),PO Box (P2918),REF URL PO Box (P2918),RET DAT PO Box (P2918),Postal Code (P281),REF URL Postal Code (P281),RET DAT Postal Code (P281),Facebook ID (P2013),REF URL Facebook ID (P2013),RET DAT Facebook ID (P2013),Source Notes,Internal Notes,
0039,Dorchester Academy,https://web.archive.org/web/20191007185437/https://dorchesteracademyia.org/,2019-10-07,"museum in Midway, Georgia, USA",,museum,https://web.archive.org/web/20191007185437/https://dorchesteracademyia.org/,2019-10-07,"8787 East Oglethorpe Highway, Midway, GA 31320",https://web.archive.org/web/20191007185437/https://dorchesteracademyia.org/,2019-10-07,Midway,https://web.archive.org/web/20191007185437/https://dorchesteracademyia.org/,2019-10-07,Liberty County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191007185437/https://dorchesteracademyia.org/,2019-10-07,United States of America,https://web.archive.org/web/20191007185437/https://dorchesteracademyia.org/,2019-10-07,"31.80244, -81.468015",https://www.geocod.io,2019-10-23,+1-912-884-2347,https://web.archive.org/web/20191007190651/https://dorchesteracademyia.org/contact,2019-10-07,,,,https://dorchesteracademyia.org/,https://web.archive.org/web/20191007185437/https://dorchesteracademyia.org/,2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,
0040,Douglas County Museum of History & Art,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Douglasville, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"12431 Veterans Memorial Highway, Douglasville, Georgia 30134",https://web.archive.org/web/20191007191730/http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,2019-10-07,Douglasville,https://web.archive.org/web/20191007191730/http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,2019-10-07,Douglas County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191007191730/http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,2019-10-07,United States of America,https://web.archive.org/web/20191007191730/http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,2019-10-07,"33.759543, -84.777337",https://www.geocod.io,2019-10-23,+1-678-449-3939,https://web.archive.org/web/20191007191730/http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,2019-10-07,mailto:dcmuseumofhistoryandart@gmail.com,https://web.archive.org/web/20191007191730/http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,2019-10-07,http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,https://web.archive.org/web/20191007191730/http://www.celebratedouglascounty.com/view/programs/view_prog/&cdept=185&department=douglas+county+museum+of+history+and+art,2019-10-07,,,,,,,Douglas County Georgia,https://web.archive.org/web/20191007192326/http://www.celebratedouglascounty.com/,2019-10-07,,,,,,,,,,,,,,,
0041,Elachee Nature Science Center,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"nature center in Gainesville, Georgia, USA",,nature center,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"2125 Elachee Drive, Gainesville, GA 30504",https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Gainesville,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Hall County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"34.246121, -83.831687",https://www.geocod.io,2019-10-23,+1-770-535-1976,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:elachee@elachee.org,https://web.archive.org/web/20191007192722/https://www.elachee.org/the-nature-center/contact-us/,2019-10-07,http://www.elachee.org,https://web.archive.org/web/20191007193056/https://www.elachee.org/,2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,
0042,Elberton Granite Museum and Exhibit,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Elberton, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"1 Granite Plaza, Elberton, GA 30635",https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Elberton,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Elbert County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"34.119368, -82.875033",https://www.geocod.io,2019-10-23,+1-706-283-2551,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:granite@egaonline.com,,,https://egaonline.com/learn/elberton-granite-museum,https://web.archive.org/web/20191008144926/https://egaonline.com/learn/elberton-granite-museum,2019-10-08,,,,,,,Elberton Granite Association,https://web.archive.org/web/20191008145106/https://egaonline.com/,2019-10-08,,,,640,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,30635,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,,,,,,
0043,Moreland Hometown Heritage Museum,https://web.archive.org/web/20191021152400/http://www.morelandadventure.com/,2019-10-21,"museum in Moreland, Georgia, USA",,museum,https://web.archive.org/web/20191021152400/http://www.morelandadventure.com/,2019-10-21,"7 Main Street, Moreland, GA 30259",https://web.archive.org/web/20191021152400/http://www.morelandadventure.com/,2019-10-21,Moreland,https://web.archive.org/web/20191021152400/http://www.morelandadventure.com/,2019-10-21,Coweta County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191021152400/http://www.morelandadventure.com/,2019-10-21,United States of America,https://web.archive.org/web/20191021152400/http://www.morelandadventure.com/,2019-10-21,"33.285836, -84.769954",https://www.geocod.io,2019-10-23,+1-678-492-3161,https://web.archive.org/web/20191021152400/http://www.morelandadventure.com/,2019-10-21,mailto:info@morelandadventure.com,https://web.archive.org/web/20191021152400/http://www.morelandadventure.com/,2019-10-21,http://www.morelandadventure.com/,https://web.archive.org/web/20191021152400/http://www.morelandadventure.com/,2019-10-21,,,,,,,,,,Erskine Caldwell Birthplace and Museum,https://web.archive.org/web/20191021152400/http://www.morelandadventure.com/,2019-10-21,207,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,30259,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,,,,,Two museums located in Moreland Hometown Heritage Museum,
,Moreland Hometown Heritage Museum,,2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lewis Grizzard Museum,https://web.archive.org/web/20191021152400/http://www.morelandadventure.com/,2019-10-21,,,,,,,,,,,,
0044,Euharlee History Museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Euharlee, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"33 Covered Bridge Road, Euharlee, GA 30145",https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Euharlee,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Bartow County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"34.1492, -84.935",https://www.geocod.io,2019-10-23,+1-770-607-2017,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:kodom@euharlee.com,,,http://www.euharleehistory.org,https://web.archive.org/web/20191008152634/https://www.euharleehistory.org/,2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,
0045,First African Baptist Church,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"church in Savannah, Georgia, USA",,church,https://web.archive.org/web/20191008154536/https://www.firstafricanbc.com/,2019-10-08,"23 Montgomery Street, Savannah, GA 31401",https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Savannah,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Chatham County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"32.081355, -81.09626",https://www.geocod.io,2019-10-23,+1-912-233-6597,https://web.archive.org/web/20191008152920/https://www.firstafricanbc.com/contact.php,2019-10-08,,,,https://www.firstafricanbc.com/,https://web.archive.org/web/20191008154536/https://www.firstafricanbc.com/,2019-10-08,1777,https://web.archive.org/web/20191008154758/https://www.firstafricanbc.com/history.php,2019-10-08,,,,,,,,,,,,,,,,firstafrican,https://web.archive.org/web/20191008154941/https://www.facebook.com/firstafrican/,2019-10-08,,,
,First African Baptist Church,,,,,museum,https://web.archive.org/web/20191008154536/https://www.firstafricanbc.com/,2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0046,Flannery O'Connor–Andalusia Foundation,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Milledgeville, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"2628 North Columbia Street, Milledgeville, GA 31061",https://web.archive.org/web/20191008161156/https://www.gcsu.edu/andalusia/directions,2019-10-08,Milledgeville,https://web.archive.org/web/20191008161156/https://www.gcsu.edu/andalusia/directions,2019-10-08,Baldwin County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191008161156/https://www.gcsu.edu/andalusia/directions,2019-10-08,United States of America,https://web.archive.org/web/20191008161156/https://www.gcsu.edu/andalusia/directions,2019-10-08,"33.094498, -83.238358",https://www.geocod.io,2019-10-23,+1-478-445-8722,https://web.archive.org/web/20191008161156/https://www.gcsu.edu/andalusia/directions,2019-10-08,,,,https://www.gcsu.edu/andalusia,https://web.archive.org/web/20191008160742/https://www.gcsu.edu/andalusia,2019-10-08,,,,,,,Georgia College,https://web.archive.org/web/20191008160930/https://www.gcsu.edu/,2019-10-08,,,,947,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,31059,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,,,,,,
0047,Fort Valley Downtown Development Authority/Main Street,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"heritage site in Fort Valley, Georgia, USA",Fort Valley Main Street/DDA,heritage site,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,,,,Fort Valley,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Peach County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/save/https://www.fortvalleymainstreet.org/,2019-10-08,United States of America,https://web.archive.org/save/https://www.fortvalleymainstreet.org/,2019-10-08,,,,+1-478-825-5986,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,,,,https://www.fortvalleymainstreet.org/,https://web.archive.org/save/https://www.fortvalleymainstreet.org/,2019-10-08,,,,,,,,,,,,,1864,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,31030,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,,,,,,
0048,Foxfire Museum and Heritage Center,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Mountain City, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"98 Foxfire Lane, Mountain City, GA 30562",https://web.archive.org/web/20191008163126/https://www.foxfire.org/contact/,2019-10-08,Mountain City,https://web.archive.org/web/20191008163126/https://www.foxfire.org/contact/,2019-10-08,Rabun County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"34.917021, -83.386952",https://www.geocod.io,2019-10-23,+1-706-746-5828,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:foxfire@foxfire.org,,,http://www.foxfire.org,https://web.archive.org/web/20191008163605/https://www.foxfire.org/,2019-10-08,1966,https://web.archive.org/web/20191008163605/https://www.foxfire.org/,2019-10-08,,,,,,,,,,541,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,30562,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,,,,,Mailing address is PO Box. Museum address is located at address.,
0049,"Friends of Scull Shoals, Inc.",https://web.archive.org/web/20191008164044/http://www.scullshoals.org/,2019-10-08,"heritage site in Watkinsville, Georgia, USA",,heritage site,https://web.archive.org/web/20191008164044/http://www.scullshoals.org/,2019-10-08,"1140 Bouldercrest Circle, Watkinsville, GA 30677",https://web.archive.org/web/20191008164044/http://www.scullshoals.org/,2019-10-08,Watkinsville,https://web.archive.org/web/20191008164044/http://www.scullshoals.org/,2019-10-08,Oconee County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191008164044/http://www.scullshoals.org/,2019-10-08,United States of America,https://web.archive.org/web/20191008164044/http://www.scullshoals.org/,2019-10-08,"33.879, -83.44094",https://www.geocod.io,2019-10-23,+1-706-769-5876,https://web.archive.org/web/20191008164044/http://www.scullshoals.org/,2019-10-08,,,,http://www.scullshoals.org/,https://web.archive.org/web/20191008164044/http://www.scullshoals.org/,2019-10-08,1992,https://web.archive.org/web/20191008163919/http://www.scullshoals.org/scullshoals_interpretation.html,2019-10-08,,,,,,,"Historic Scull Shoals Mill Village ",https://web.archive.org/web/20191008164044/http://www.scullshoals.org/,2019-10-08,295,https://web.archive.org/web/20191008164643/http://www.scullshoals.org/scullshoals_mission.html,2019-10-08,30642,https://web.archive.org/web/20191008164643/http://www.scullshoals.org/scullshoals_mission.html,2019-10-08,,,,,Mailing address is PO Box. Heritage site address is located at address.,
0050,Funk Heritage Center of Reinhardt University,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Waleska, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"7300 Reinhardt Circle, Waleska, GA 30183",https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Waleska,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Cherokee County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"34.318734, -84.55452",https://www.geocod.io,2019-10-23,+1-770-720-5970,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:heritagecenter@reinhardt.edu,,,https://www.reinhardt.edu/funkheritage/,https://web.archive.org/web/20191008165312/https://www.reinhardt.edu/funkheritage/,2019-10-08,,,,,,,Reinhardt University,https://web.archive.org/web/20191008165541/https://www.reinhardt.edu/,2019-10-08,,,,,,,,,,,,,,,
0051,William P. Wall Museum of Natural History,https://web.archive.org/web/20191008171010/https://www.gcsu.edu/nhm,2019-10-08,"museum in Milledgeville, Georgia, USA",,museum,https://web.archive.org/web/20191008171010/https://www.gcsu.edu/nhm,2019-10-08,"231 West Hancock Street, Milledgeville, GA 31061",https://web.archive.org/web/20191008171010/https://www.gcsu.edu/nhm,2019-10-08,Milledgeville,https://web.archive.org/web/20191008171010/https://www.gcsu.edu/nhm,2019-10-08,Baldwin County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191008171010/https://www.gcsu.edu/nhm,2019-10-08,United States of America,https://web.archive.org/web/20191008171010/https://www.gcsu.edu/nhm,2019-10-08,"33.081038, -83.228921",https://www.geocod.io,2019-10-23,+1-478-445-2395,https://web.archive.org/web/20191008171010/https://www.gcsu.edu/nhm,2019-10-08,mailto:gretchen.ionta@gcsu.edu,https://web.archive.org/web/20191008171010/https://www.gcsu.edu/nhm,2019-10-08,https://www.gcsu.edu/nhm,https://web.archive.org/web/20191008171010/https://www.gcsu.edu/nhm,2019-10-08,,,,,,,Georgia College,https://web.archive.org/web/20191008160930/https://www.gcsu.edu/,2019-10-08,,,,81,https://web.archive.org/web/20191008171010/https://www.gcsu.edu/nhm,2019-10-08,31061,https://web.archive.org/web/20191008171010/https://www.gcsu.edu/nhm,2019-10-08,,,,,,
0052,Georgia College Museum of Fine Arts,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Milledgeville, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"102 South Columbia Street, Blackbridge Hall, Milledgeville, GA 31061",https://web.archive.org/web/20191008172620/https://www.gcsu.edu/artsandsciences/art/galleries,2019-10-08,Milledgeville,https://web.archive.org/web/20191008172620/https://www.gcsu.edu/artsandsciences/art/galleries,2019-10-08,Baldwin County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"33.078603, -83.233241",https://www.geocod.io,2019-10-23,+1-478-445-4572,https://web.archive.org/web/20191008172620/https://www.gcsu.edu/artsandsciences/art/galleries,2019-10-08,,,,https://www.gcsu.edu/artsandsciences/art/galleries,https://web.archive.org/web/20191008172620/https://www.gcsu.edu/artsandsciences/art/galleries,2019-10-08,,,,,,,Georgia College,https://web.archive.org/web/20191008160930/https://www.gcsu.edu/,2019-10-08,,,,094,https://web.archive.org/web/20191008172620/https://www.gcsu.edu/artsandsciences/art/galleries,2019-10-08,31061,https://web.archive.org/web/20191008172620/https://www.gcsu.edu/artsandsciences/art/galleries,2019-10-08,,,,,,
0053,Georgia Humanities Council,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"not-for-profit arts organization in Atlanta, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"50 Hurt Plaza Suite 595, Atlanta, GA 30303",https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Atlanta,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Fulton County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"33.75404, -84.387793",https://www.geocod.io,2019-10-23,+1-404-523-6220,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:ltmc@georgiahumanities.org,,,http://www.georgiahumanities.org,https://web.archive.org/web/20191008175952/https://www.georgiahumanities.org/,2019-10-08,1971,https://web.archive.org/web/20191008175952/https://www.georgiahumanities.org/,2019-10-08,,,,,,,,,,,,,,,,,,,,,
0054,Georgia Museum of Art,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Athens, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"90 Carlton Street, Athens, GA 30602",https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Athens,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,Clarke County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"33.941272, -83.369965",https://www.geocod.io,2019-10-23,+1-706-542-0441,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,,,,https://georgiamuseum.org/,https://web.archive.org/web/20191008184445/https://georgiamuseum.org/,2019-10-08,1982,https://web.archive.org/web/20191008183935/https://georgiamuseum.org/about/,2019-10-08,,,,University of Georgia,https://web.archive.org/web/20191008184241/https://www.uga.edu/,2019-10-08,,,,,,,,,,,,,,,
0055,Georgia Southern University Museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Statesboro, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"2142 Southern Drive, Rosenwald Building, Statesboro, GA 30458",https://web.archive.org/web/20191008184920/https://academics.georgiasouthern.edu/museum/,2019-10-08,Statesboro,https://web.archive.org/web/20191008184920/https://academics.georgiasouthern.edu/museum/,2019-10-08,Bulloch County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,United States of America,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"32.417851, -81.776493",https://www.geocod.io,2019-10-23,+1-912-478-5444,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:btharp@georgiasouthern.edu,https://web.archive.org/web/20191008185401/https://academics.georgiasouthern.edu/museum/about/generalinfo/,2019-10-08,https://academics.georgiasouthern.edu/museum/,https://web.archive.org/web/20191008184920/https://academics.georgiasouthern.edu/museum/,2019-10-08,1980,https://web.archive.org/web/20191008185514/https://academics.georgiasouthern.edu/museum/about/history/,2019-10-08,,,,Georgia Southern University,https://web.archive.org/web/20191008185856/https://www.georgiasouthern.edu/,2019-10-08,,,,8061,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,30460,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,,,,,,
0056,Hay House,https://web.archive.org/web/20191008190132/https://www.hayhousemacon.org/,2019-10-08,"museum in Macon, Georgia, USA",,museum,https://web.archive.org/web/20191008190132/https://www.hayhousemacon.org/,2019-10-08,"934 Georgia Avenue, Macon, GA 31201",https://web.archive.org/web/20191008190132/https://www.hayhousemacon.org/,2019-10-08,Macon,https://web.archive.org/web/20191008190132/https://www.hayhousemacon.org/,2019-10-08,Bibb County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191008190132/https://www.hayhousemacon.org/,2019-10-08,United States of America,https://web.archive.org/web/20191008190132/https://www.hayhousemacon.org/,2019-10-08,"32.840268, -83.633475",https://www.geocod.io,2019-10-23,+1-478-742-8155,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:hayhousemacon@georgiatrust.org,https://web.archive.org/web/20191008190750/https://www.hayhousemacon.org/contact/,2019-10-08,https://www.hayhousemacon.org/,https://web.archive.org/web/20191008190132/https://www.hayhousemacon.org/,2019-10-08,1855,https://web.archive.org/web/20191008190132/https://www.hayhousemacon.org/,2019-10-08,,,,Georgia Trust for Historic Preservation,https://web.archive.org/web/20191008190410/https://www.georgiatrust.org/,2019-10-08,,,,,,,,,,,,,,,
0057,"Georgia's Old Capital Museum Society, Inc.",https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"museum in Milledgeville, Georgia, USA",,museum,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"95 Depot Circle Drive, Milledgeville, GA 31059",https://web.archive.org/web/20191008191230/http://www.oldcapitalmuseum.org/contactus.php,2019-10-08,Milledgeville,https://web.archive.org/web/20191008191230/http://www.oldcapitalmuseum.org/contactus.php,2019-10-08,Baldwin County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191008191230/http://www.oldcapitalmuseum.org/contactus.php,2019-10-08,United States of America,https://web.archive.org/web/20191008191230/http://www.oldcapitalmuseum.org/contactus.php,2019-10-08,"33.050115, -83.224385",https://www.geocod.io,2019-10-23,+1-478-453-1803,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,mailto:awright@oldcapitalmuseum.org,,,http://www.oldcapitalmuseum.org/,https://web.archive.org/web/20191008191558/http://www.oldcapitalmuseum.org/,2019-10-08,,,,,,,,,,,,,1177,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,31059,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,,,,,,
0058,Gilmer County Historical Society,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"historical society in Ellijay, Georgia, USA",,historical society,https://web.archive.org/web/20191023143414/http://www.gamg.org/museumlinks.html,2019-10-23,"138 Spring Street, Ellijay, GA 30540",https://web.archive.org/web/20191008192650/http://www.gilmercountyhistoricalsociety.org/,2019-10-08,Ellijay,https://web.archive.org/web/20191008192650/http://www.gilmercountyhistoricalsociety.org/,2019-10-08,Gilmer County,https://www.geocod.io,2019-10-23,Georgia,https://web.archive.org/web/20191008192650/http://www.gilmercountyhistoricalsociety.org/,2019-10-08,United States of America,https://web.archive.org/web/20191008192650/http://www.gilmercountyhistoricalsociety.org/,2019-10-08,"34.695195, -84.484906",https://www.geocod.io,2019-10-23,+1-706-276-1861,https://web.archive.org/web/20191008192650/http://www.gilmercountyhistoricalsociety.org/,2019-10-08,mailto:PresHist@etcmail.com,https://web.archive.org/web/20191008192650/http://www.gilmercountyhistoricalsociety.org/,2019-10-08,http://www.gilmercountyhistoricalsociety.org/,https://web.archive.org/web/20191008192650/http://www.gilmercountyhistoricalsociety.org/,2019-10-08,,,,,,,,,,Tabor House & Civil War Museum,https://web.archive.org/web/20191008192421/https://www.facebook.com/TaborHouseCivilWarMuseum/,2019-10-08,,,,,,,TaborHouseCivilWarMuseum,https://web.archive.org/web/20191008192421/https://www.facebook.com/TaborHouseCivilWarMuseum/,2019-10-08,,,
