,organization_label (en),REF URL organization_label (en),RET DAT organization_label (en),description (en),alias (en),instance of (P31),REF URL instance of (P31),RET DAT instance of (P31),located at street address (P6375),REF URL located at street address (P6375),RET DAT located at street address (P6375),city (P131),REF URL city (P131),RET DAT city (P131),county (P131),REF URL county (P131),RET DAT county (P131),state (P131),REF URL state (P131),RET DAT state (P131),country (P17),REF URL country (P17),RET DAT country (P17),coordinate location (P625),REF URL coordinate location (P625),RET DAT coordinate location (P625),phone number (P1329),REF URL phone number (P1329),RET DAT phone number (P1329),email address (P968),REF URL email address (P968),RET DAT email address (P968),official website (P856),REF URL official website (P856),RET DAT official website (P856),inception (P571),REF URL inception (P571),RET DAT inception (P571),"dissolved, abolished or demolished (P576)","REF URL dissolved, abolished or demolished (P576)","RET DAT dissolved, abolished or demolished (P576)",parent organization (P749),REF URL parent organization (P749),RET DAT parent organization (P749),subsidiaries (P355),REF URL subsidiaries (P355),RET DAT subsidiaries (P355),PO Box (P2918),REF URL PO Box (P2918),RET DAT PO Box (P2918),Postal Code (P281),REF URL Postal Code (P281),RET DAT Postal Code (P281),Facebook ID (P2013),REF URL Facebook ID (P2013),RET DAT Facebook ID (P2013)," Source Notes"," Internal Notes",QC
1748,Georgia Metropolitan Dance Theater,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"dance troupe in Marietta, Georgia, USA",,dance troupe,https://web.archive.org/web/20200730170245/http://www.georgiametrodance.org/,2020-07-30,"49 West Park Square, Marietta, GA 30060",https://web.archive.org/web/20200730170801/http://www.georgiametrodance.org/contact.html,2020-07-30,Marietta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Cobb County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.953132, -84.550467","https://www.google.com/maps/place/Georgia+Dance+Conservatory/@33.9530795,-84.5505821,21z",2020-07-30,+1-678-287-9020,https://web.archive.org/web/20200730170801/http://www.georgiametrodance.org/contact.html,2020-07-30,mailto:board@georgiametrodance.org,https://web.archive.org/web/20200730170801/http://www.georgiametrodance.org/contact.html,2020-07-30,http://www.georgiametrodance.org/,https://web.archive.org/web/20200730170245/http://www.georgiametrodance.org/,2020-07-30,,,,"","","",,,,,,,,,,,,,GeorgiaMetropolitanDanceTheatre,https://web.archive.org/web/20200730171240/https://www.facebook.com/GeorgiaMetropolitanDanceTheatre/,2020-07-30,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-11-19 CL
1749,Georgia Mountain Storytelling Festival,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"storytelling festival in Blairsville, Georgia, USA",,storytelling festival,https://web.archive.org/web/20200730171927/https://www.gamountainstoryfest.org/,2020-07-30,"926 Panther Overlook, Blairsville, GA 30512",https://web.archive.org/web/20200730171928/https://www.facebook.com/GeorgiaMountainStorytellingFestival/,2020-07-30,Blairsville,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Union County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"34.881092, -83.945054","https://www.google.com/maps/place/Union+County+Schools+Fine+Arts+Center/@34.8810904,-83.9451894,21z",2020-07-30,+1-828-389-2654,https://web.archive.org/web/20200730173650/https://www.gamountainstoryfest.org/contact,2020-07-30,mailto:info@gamountainstoryfest.org,https://web.archive.org/web/20200730173650/https://www.gamountainstoryfest.org/contact,2020-07-30,https://www.gamountainstoryfest.org/,https://web.archive.org/web/20200730171927/https://www.gamountainstoryfest.org/,2020-07-30,,,,"","","",,,,,,,,,,,,,GeorgiaMountainStorytellingFestival,https://web.archive.org/web/20200730171928/https://www.facebook.com/GeorgiaMountainStorytellingFestival/,2020-07-30,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-11-19 CL
1750,Rome Shakespeare Festival,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"Shakespeare festival in Rome, Georgia, USA",,Shakespeare festival,https://web.archive.org/web/20200730174530/https://www.romeshakespearefestival.com/,2020-07-30,"3 Central Plaza, #416, Rome, GA 30161",https://web.archive.org/web/20200730175533/https://www.romeshakespearefestival.com/contact,2020-07-30,Rome,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Floyd County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"34.245850, -85.169450","https://www.google.com/maps/place/3+Central+Plaza,+Rome,+GA+30161/@34.2459532,-85.1694767,21z",2020-07-30,+1-706-331-1006,https://web.archive.org/web/20200730175533/https://www.romeshakespearefestival.com/contact,2020-07-30,mailto:info@romeshakespearefestival.com,https://web.archive.org/web/20200730175533/https://www.romeshakespearefestival.com/contact,2020-07-30,https://www.romeshakespearefestival.com/,https://web.archive.org/web/20200730174530/https://www.romeshakespearefestival.com/,2020-07-30,,,,"","","",,,,,,,,,,,,,romeshakespearefestival,https://web.archive.org/web/20200730175718/https://www.facebook.com/romeshakespearefestival,2020-07-30,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-11-19 CL
1751,Georgia Pick and Bow Traditional Music School,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"music school in Dahlonega, Georgia, USA",,music school,https://web.archive.org/web/20200730185102/http://www.georgiapickandbow.org/,2020-07-30,,,,Dahlonega,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Lumpkin County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-770-654-7899,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,mailto:director@georgiapickandbow.org,https://web.archive.org/web/20200730185301/https://www.facebook.com/georgiapickandbow/about/?ref=page_internal,2020-07-30,http://www.georgiapickandbow.org/,https://web.archive.org/web/20200730185102/http://www.georgiapickandbow.org/,2020-07-30,,,,"","","",,,,,,,,,,,,,georgiapickandbow,https://web.archive.org/web/20200730185319/https://www.facebook.com/georgiapickandbow/,2020-07-30,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-11-19 CL
1752,Gilmer Arts,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"arts centre in Georgia, USA",Gilmer Arts and Heritage Association,arts centre,https://web.archive.org/web/20200730190128/https://gilmerarts.com/,2020-07-30,"207 Dalton Street, Ellijay, GA 30540",https://web.archive.org/web/20200730190128/https://gilmerarts.com/,2020-07-30,Ellijay,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Gilmer County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"34.697155, -84.482135","https://www.google.com/maps/place/Gilmer+Arts+and+Heritage+Association/@34.6972009,-84.4824058,21z",2020-07-30,+1-706-635-5605,https://web.archive.org/web/20200730190128/https://gilmerarts.com/,2020-07-30,mailto:gilmerarts@gilmerarts.com,https://web.archive.org/web/20200730190128/https://gilmerarts.com/,2020-07-30,https://gilmerarts.com/,https://web.archive.org/web/20200730190128/https://gilmerarts.com/,2020-07-30,,,,"","","",,,,George Link Jr. Gilmer Arts Playhouse,https://web.archive.org/web/20200730190827/https://gilmerarts.com/playhouse-calendar-of-events/,2020-07-30,,,,,,,,,,"Gilmer Art Gallery located inside building.","Data set supplied via email by the Director of Georgia Council for the Arts",2020-11-19 CL
1753,"gloATL, Inc (glo)",https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Atlanta, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200730192912/https://gloatl.org/,2020-07-30,"#17-1200 Foster Street, Atlanta, Georgia 30318",https://web.archive.org/web/20200730193254/https://gloatl.org/our-story/,2020-07-30,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.785865, -84.416281","https://www.google.com/maps/place/1200+Foster+St+NW+%2317,+Atlanta,+GA+30318/@33.7858619,-84.4164185,21z",2020-07-30,+1-470-344-4561,https://web.archive.org/web/20200730193254/https://gloatl.org/our-story/,2020-07-30,mailto:info@gloatl.org,https://web.archive.org/web/20200730193254/https://gloatl.org/our-story/,2020-07-30,https://gloatl.org/,https://web.archive.org/web/20200730192912/https://gloatl.org/,2020-07-30,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-11-19 CL
1754,Griffin Ballet Theatre,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"ballet company in Griffin, Georgia, USA",,ballet company,https://web.archive.org/web/20200730195949/https://www.griffinballettheatre.org/,2020-07-30,"111 North Hill Street, Griffin, GA 30223",https://web.archive.org/web/20200730195949/https://www.griffinballettheatre.org/,2020-07-30,"Griffin ",https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Spalding County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.249149, -84.264148","https://www.google.com/maps/place/Griffin+Ballet+Theatre/@33.249136,-84.2646974,19z",2020-07-30,+1-770-228-1306,https://web.archive.org/web/20200730195949/https://www.griffinballettheatre.org/,2020-07-30,mailto:griffinballettheatre@gmail.com,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,https://www.griffinballettheatre.org/,https://web.archive.org/web/20200730195949/https://www.griffinballettheatre.org/,2020-07-30,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-11-19 CL
1755,Griffin Choral Arts,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"choir in Griffin, Georgia, USA",,choir,https://web.archive.org/web/20200730200419/https://www.griffinchoralarts.org/,2020-07-30,,,,Griffin,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Spalding County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-888-746-4188,https://web.archive.org/web/20200730200419/https://www.griffinchoralarts.org/,2020-07-30,mailto:info@griffinchoralarts.org,https://web.archive.org/web/20200730200419/https://www.griffinchoralarts.org/,2020-07-30,https://www.griffinchoralarts.org/,https://web.archive.org/web/20200730200419/https://www.griffinchoralarts.org/,2020-07-30,,,,"","","",,,,,,,1689,https://web.archive.org/web/20200730200419/https://www.griffinchoralarts.org/,2020-07-30,30224,https://web.archive.org/web/20200730200419/https://www.griffinchoralarts.org/,2020-07-30,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-11-19 CL
1756,Gwinnett Ballet Theatre,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"ballet company in Lawrenceville, Georgia, USA",,ballet company,https://web.archive.org/web/20200730202416/https://www.gwinnettballet.org/,2020-07-30,"1800 Macleod Drive, Lawrenceville, GA 30043",https://web.archive.org/web/20200730202416/https://www.gwinnettballet.org/,2020-07-30,Lawrenceville,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Gwinnett County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.963578, -84.062027","https://www.google.com/maps/place/Gwinnett+Ballet+Theatre/@33.963753,-84.0621408,20z",2020-07-30,+1-770-237-0046,https://web.archive.org/web/20200730202416/https://www.gwinnettballet.org/,2020-07-30,mailto:gbt78@bellsouth.net,https://web.archive.org/web/20200730202416/https://www.gwinnettballet.org/,2020-07-30,https://www.gwinnettballet.org/,https://web.archive.org/web/20200730202416/https://www.gwinnettballet.org/,2020-07-30,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-11-19 CL
1757,Hambidge Center,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"arts centre in Rabun Gap, Georgia, USA",Hambidge Center for the Creative Arts and Sciences,arts centre,https://web.archive.org/web/20200730201517/https://www.hambidge.org/,2020-07-30,"105 Hambidge Court, Rabun Gap, GA 30568",https://web.archive.org/web/20200730201517/https://www.hambidge.org/,2020-07-30,Rabun Gap,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Rabun County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"34.987638, -83.439366","https://www.google.com/maps/place/Hambidge+Center-Creative+Arts/@34.987594,-83.4415436,17z",2020-07-30,+1-706-746-5718,https://web.archive.org/web/20200730201517/https://www.hambidge.org/,2020-07-30,mailto:center@hambidge.org,https://web.archive.org/web/20200730201517/https://www.hambidge.org/,2020-07-30,https://www.hambidge.org/,https://web.archive.org/web/20200730201517/https://www.hambidge.org/,2020-07-30,,,,"","","",,,,,,,339,https://web.archive.org/web/20200730201517/https://www.hambidge.org/,2020-07-30,30568,https://web.archive.org/web/20200730201517/https://www.hambidge.org/,2020-07-30,HambidgeCenter,https://web.archive.org/web/20200730202315/https://www.facebook.com/HambidgeCenter/,2020-07-30,"","Data set supplied via email by the Director of Georgia Council for the Arts",2020-11-19 CL
1758,Harlem Arts Council,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"arts council in Harlem, Georgia, USA",,arts council,https://web.archive.org/web/20200730203005/https://www.harlemartscouncil.org/,2020-07-30,"375 North Louisville Street, Harlem, GA 30814",https://web.archive.org/web/20200730203005/https://www.harlemartscouncil.org/,2020-07-30,Harlem,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Columbia County,https://www.mapdevelopers.com/what-county-am-i-in.php,2020-07-30,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.418907, -82.310811","https://www.google.com/maps/place/Harlem+Arts+Council/@33.4189,-82.3113532,19z",2020-07-30,+1-706-556-6656,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,mailto:harlemartscouncil@gmail.com,https://web.archive.org/web/20200730203005/https://www.harlemartscouncil.org/,2020-07-30,http://www.harlmartscouncil.org,https://web.archive.org/web/20200730203005/https://www.harlemartscouncil.org/,2020-07-30,2014,https://web.archive.org/web/20200730203005/https://www.harlemartscouncil.org/,2020-07-30,"","","",,,,,,,457,https://web.archive.org/web/20200730203005/https://www.harlemartscouncil.org/,2020-07-30,30814,https://web.archive.org/web/20200730203005/https://www.harlemartscouncil.org/,2020-07-30,HarlemArtsCouncil,https://web.archive.org/web/20200730203850/https://www.facebook.com/HarlemArtsCouncil/,2020-07-30,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1759,Hart Regional Arts Council The Art Center,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"arts centre in Hartwell, Georgia, USA",Hartwell Arts Center,arts centre,https://web.archive.org/web/20200730204600/https://www.facebook.com/Hart-Regional-Arts-Council-The-Art-Center-131308676909369/,2020-07-30,"338 East Howell Street, Hartwell, GA 30643",https://web.archive.org/web/20200730204600/https://www.facebook.com/Hart-Regional-Arts-Council-The-Art-Center-131308676909369/,2020-07-30,Hartwell,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Hart County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"34.352459, -82.932769","https://www.google.com/maps/place/Hartwell+Arts+Center/@34.352456,-82.9329036,21z",2020-07-30,+1-706-377-2040,https://web.archive.org/web/20200730204600/https://www.facebook.com/Hart-Regional-Arts-Council-The-Art-Center-131308676909369/,2020-07-30,mailto:hartwellartcenter1@gmail.com,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,,,,"","","",,,,,,,,,,,,,Hart-Regional-Arts-Council-The-Art-Center-131308676909369,https://web.archive.org/web/20200730204600/https://www.facebook.com/Hart-Regional-Arts-Council-The-Art-Center-131308676909369/,2020-07-30,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1760,Hawkinsville-Pulaski County Arts Council,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"arts council in Hawkinsville, Georgia, USA",,arts council,https://web.archive.org/web/20200805175104/https://hawkinsville-pulaski.org/chamber-of-commerce/members/name/hawkinsville-pulaski-county-arts-council/,2020-08-05,"42 Lumpkin Street, Hawkinsville, GA 31036",https://web.archive.org/web/20200805175104/https://hawkinsville-pulaski.org/chamber-of-commerce/members/name/hawkinsville-pulaski-county-arts-council/,2020-08-05,Hawkinsville,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Pulaski County,https://www.mapdevelopers.com/what-county-am-i-in.php,2020-08-04,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"32.282224, -83.468335","https://www.google.com/maps/place/Hawkinsville+Opera+House/@32.2819816,-83.4682872,21z",2020-08-04,+1-478-783-1884,https://web.archive.org/web/20200805175104/https://hawkinsville-pulaski.org/chamber-of-commerce/members/name/hawkinsville-pulaski-county-arts-council/,2020-08-05,mailto:info@hawkinsvilleoperahouse.com,https://web.archive.org/web/20200805175104/https://hawkinsville-pulaski.org/chamber-of-commerce/members/name/hawkinsville-pulaski-county-arts-council/,2020-08-05,https://hawkinsville-pulaski.org/chamber-of-commerce/members/name/hawkinsville-pulaski-county-arts-council/,https://web.archive.org/web/20200805175104/https://hawkinsville-pulaski.org/chamber-of-commerce/members/name/hawkinsville-pulaski-county-arts-council/,2020-08-05,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1761,Helen Arts & Heritage Center,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"museum in Helen, Georgia, USA",,museum,https://web.archive.org/web/20200805180809/https://www.helenarts.org/,2020-08-05,"25 Chattahoochee Strasse, Helen, GA 30545",https://web.archive.org/web/20200805180809/https://www.helenarts.org/,2020-08-05,Helen,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,White County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"34.701931, -83.730730","https://www.google.com/maps/place/25+Chattahoochee+Strasse,+Helen,+GA+30545/@34.7019312,-83.7308616,21z",2020-08-04,+1-706-878-3933,https://web.archive.org/web/20200805180809/https://www.helenarts.org/,2020-08-05,,,,https://www.helenarts.org/,https://web.archive.org/web/20200805180809/https://www.helenarts.org/,2020-08-05,,,,"","","",,,,,,,390,https://web.archive.org/web/20200805182213/https://www.helenarts.org/contact-us,2020-08-05,30545,https://web.archive.org/web/20200805182213/https://www.helenarts.org/contact-us,2020-08-05,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1762,Historic DeSoto Theatre Foundation,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Rome, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200805182200/https://www.thedesoto.org/,2020-08-05,"530 Broad Street, Rome, GA 30161 ",https://web.archive.org/web/20200805182200/https://www.thedesoto.org/,2020-08-05,Rome,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Floyd County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"34.255908, -85.169318","https://www.google.com/maps/place/DeSoto+Theatre/@34.2557586,-85.1692568,21z",2020-08-04,+1-706-591-8377,https://web.archive.org/web/20200805182200/https://www.thedesoto.org/,2020-08-05,mailto:mpicon@thedesoto.org,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,https://www.thedesoto.org/,https://web.archive.org/web/20200805182200/https://www.thedesoto.org/,2020-08-05,,,,"","","",,,,,,,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1763,Hogansville Regional Arts Association,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Hogansville, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200805182636/https://www.facebook.com/HogansvilleRegionalArtsAssociation/,2020-08-05,,,,Hogansville,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Troup County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-706-302-6453,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,mailto:metonelee@yahoo.com,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,,,,"","","",,,,,,,,,,,,,HogansvilleRegionalArtsAssociation,https://web.archive.org/web/20200805182636/https://www.facebook.com/HogansvilleRegionalArtsAssociation/,2020-08-05,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1764,Horizon Theatre Company,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"theater in Atlanta, Georgia, USA",,theater,https://web.archive.org/web/20200805182821/https://www.horizontheatre.com/,2020-08-05,"1083 Austin Avenue, Atlanta, GA 30307",https://web.archive.org/web/20200805182821/https://www.horizontheatre.com/,2020-08-05,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.762006, -84.352506","https://www.google.com/maps/place/Horizon+Theatre+Company/@33.7620441,-84.3527397,21z/",2020-08-04,+1-404-523-1477,https://web.archive.org/web/20200805182821/https://www.horizontheatre.com/,2020-08-05,mailto:info@horizontheatre.com,https://web.archive.org/web/20200805182821/https://www.horizontheatre.com/,2020-08-05,https://www.horizontheatre.com/,https://web.archive.org/web/20200805182821/https://www.horizontheatre.com/,2020-08-05,,,,"","","",,,,,,,5376,https://web.archive.org/web/20200805182821/https://www.horizontheatre.com/,2020-08-05,31107,https://web.archive.org/web/20200805182821/https://www.horizontheatre.com/,2020-08-05,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1765,Atlanta Film Society,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"film society in Atlanta, Georgia, USA",,film society,https://web.archive.org/web/20200805182829/https://www.atlantafilmsociety.org/,2020-08-05,"25 Park Place NE, Suite 1000, Atlanta, GA 30303",https://web.archive.org/web/20200805182829/https://www.atlantafilmsociety.org/,2020-08-05,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.754908, -84.387787","https://www.google.com/maps/place/25+Park+Place,+25+Park+Pl+NE+%231000,+Atlanta,+GA+30303/@33.7549044,-84.3879228,21z",2020-08-04,+1-404-352-4225,https://www.atlantafilmsociety.org/contact,,mailto:marguerite@atlantafilmfestival.com,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,https://www.atlantafilmsociety.org/,https://web.archive.org/web/20200805182829/https://www.atlantafilmsociety.org/,2020-08-05,,,,"","","",,,,,,,5060,https://web.archive.org/web/20200805183641/https://www.atlantafilmsociety.org/contact,2020-08-05,30302,https://web.archive.org/web/20200805183641/https://www.atlantafilmsociety.org/contact,2020-08-05,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1766,IDEA Gallery,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"art gallery in Sandy Springs, Georgia, USA",,art gallery,https://web.archive.org/web/20200805182710/https://www.facebook.com/IDEACHAMBLEE/,2020-08-05,"4945 High Point Road NE, Sandy Springs, GA 30342",https://web.archive.org/web/20200805182710/https://www.facebook.com/IDEACHAMBLEE/,2020-08-05,Sandy Springs,https://web.archive.org/web/20200805182710/https://www.facebook.com/IDEACHAMBLEE/,2020-08-05,Fulton County,https://www.mapdevelopers.com/what-county-am-i-in.php,2020-08-05,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"33.889788, -84.366641","https://www.google.com/maps/place/gallery+4945/@33.8897789,-84.3671832,19z",2020-08-04,+1-404-308-0794,https://web.archive.org/web/20200805182710/https://www.facebook.com/IDEACHAMBLEE/,2020-08-05,mailto:amyspanier@earthlink.net,https://web.archive.org/web/20200805183400/https://www.facebook.com/IDEACHAMBLEE/about/?ref=page_internal,2020-08-05,,,,,,,"","","",,,,,,,,,,,,,IDEACHAMBLEE,https://web.archive.org/web/20200805182710/https://www.facebook.com/IDEACHAMBLEE/,2020-08-05,"","Data set supplied via email by the Director of Georgia Council for the Arts",
1767,Inspired Achievements Inc.,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"not-for-profit arts organization in Atlanta, Georgia, USA",,not-for-profit arts organization,https://web.archive.org/web/20200805184010/http://inspiredachievements.org/index.html,2020-08-05,,,,Atlanta,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Fulton County,https://www.mapdevelopers.com/what-county-am-i-in.php,2020-08-04,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,+1-770-877-1167,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,http://inspiredachievements.org/,https://web.archive.org/web/20200805184010/http://inspiredachievements.org/index.html,2020-08-05,,,,"","","",,,,,,,90256,https://web.archive.org/web/20200805184207/https://www.georgia-register.com/12036981-inspired-achievements-inc,2020-08-05,30364,https://web.archive.org/web/20200805184207/https://www.georgia-register.com/12036981-inspired-achievements-inc,2020-08-05,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",
