Code,organization_label (en),REF URL organization_label (en),RET DAT organization_label (en),description (en),alias (en),instance of (P31),REF URL instance of (P31),RET DAT instance of (P31),located at street address (P6375),REF URL located at street address (P6375),RET DAT located at street address (P6375),city (P131),REF URL city (P131),RET DAT city (P131),county (P131),REF URL county (P131),RET DAT county (P131),state (P131),REF URL state (P131),RET DAT state (P131),country (P17),REF URL country (P17),RET DAT country (P17),coordinate location (P625),REF URL coordinate location (P625),RET DAT coordinate location (P625),phone number (P1329),REF URL phone number (P1329),RET DAT phone number (P1329),email address (P968),REF URL email address (P968),RET DAT email address (P968),official website (P856),REF URL official website (P856),RET DAT official website (P856),inception (P571),REF URL inception (P571),RET DAT inception (P571),"dissolved, abolished or demolished (P576)","REF URL dissolved, abolished or demolished (P576)","RET DAT dissolved, abolished or demolished (P576)",parent organization (P749),REF URL parent organization (P749),RET DAT parent organization (P749),subsidiaries (P355),REF URL subsidiaries (P355),RET DAT subsidiaries (P355),PO Box (P2918),REF URL PO Box (P2918),RET DAT PO Box (P2918),Postal Code (P281),REF URL Postal Code (P281),RET DAT Postal Code (P281),Facebook ID (P2013),REF URL Facebook ID (P2013),RET DAT Facebook ID (P2013)," Source Notes"," Internal Notes",,
1663,Concord Woolen Mills,https://web.archive.org/web/20200514192800/https://concordcoveredbridge.org/concord-woolen-mills/,2020-05-14,"heritage site in Smyrna, Georgia, USA",,heritage site,https://web.archive.org/web/20200514192800/https://concordcoveredbridge.org/concord-woolen-mills/,2020-05-14,"Heritage Park Trail, Smyrna, GA 30082","https://www.google.com/maps/place/Concord+Woolen+Mill/@33.849403,-84.5608307,17z",2020-05-14,Smyrna,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,Cobb County,https://www.geocod.io/,2020-04-14,Georgia,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,United States of America,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"33.849509, -84.556188","https://www.google.com/maps/place/Concord+Woolen+Mill/@33.849403,-84.5608307,17z",2020-05-14,,,,,,,https://concordcoveredbridge.org/concord-woolen-mills/,https://web.archive.org/web/20200514192800/https://concordcoveredbridge.org/concord-woolen-mills/,2020-05-14,,,,"","","",,,,,,,,,,,,,,,,"","",,
1673,Battle of Ruff's Mill,https://web.archive.org/web/20200514192308/https://concordcoveredbridge.org/category/battle-of-ruffs-mill/,2020-05-14,"heritage site in Smyrna, Georgia, USA",,heritage site,https://web.archive.org/web/20200514192308/https://concordcoveredbridge.org/category/battle-of-ruffs-mill/,2020-05-14,"10 Concord Rd SW, Smyrna, GA 30082","https://www.google.com/maps/place/Battle+of+Ruff's+Mill/@33.849403,-84.5608307,17z",2020-05-14,Smyrna,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,Cobb County,https://www.geocod.io/,2020-04-14,Georgia,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,United States of America,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"33.849403, -84.558642","https://www.google.com/maps/place/Battle+of+Ruff's+Mill/@33.849403,-84.5608307,17z",2020-05-14,,,,,,,https://concordcoveredbridge.org/category/battle-of-ruffs-mill/,https://web.archive.org/web/20200514192308/https://concordcoveredbridge.org/category/battle-of-ruffs-mill/,2020-05-14,,,,"","","",,,,,,,,,,,,,,,,"","",,
1676,Cotton Hall Theater,https://web.archive.org/web/20200701200241/https://swampgravy.com/,2020-07-01,"theatre in Colquitt, Georgia, USA",,theatre,https://web.archive.org/web/20200701200241/https://swampgravy.com/,2020-07-01,"158 East Main Street, Colquitt, GA 39837",https://web.archive.org/web/20200701200241/https://swampgravy.com/,2020-07-01,Colquitt,https://web.archive.org/web/20200701200241/https://swampgravy.com/,2020-07-01,Miller County,https://www.mapdevelopers.com/what-county-am-i-in.php,2020-07-01,Georgia,https://web.archive.org/web/20200522142638/https://www.artsgeorgia.net/directory/georgia/,2020-05-22,United States of America,https://web.archive.org/web/20200522142638/https://www.artsgeorgia.net/directory/georgia/,2020-05-22,"31.172213, -84.732441","https://www.google.com/maps/place/Colquitt+Miller+Arts+Council/@31.172421,-84.7326176,20z",2020-07-01,+1-229-758-5450,https://web.archive.org/web/20200701200241/https://swampgravy.com/,2020-07-01,,,,https://swampgravy.com/,https://web.archive.org/web/20200701200241/https://swampgravy.com/,2020-07-01,,,,"","","",,,,,,,567,https://web.archive.org/web/20200701195015/https://swampgravy.com/the-arts-council-2/,2020-07-01,39837,https://web.archive.org/web/20200701195015/https://swampgravy.com/the-arts-council-2/,2020-07-01,,,,"","",,
1703,Magnolia Theatre,https://web.archive.org/web/20200727205311/https://www.facebook.com/dodgeartsguildeastman/,2020-07-27,"theatre in Eastman, Georgia, USA",,theatre,https://web.archive.org/web/20200727205311/https://www.facebook.com/dodgeartsguildeastman/,2020-07-27,"122 Main Street, Eastman, GA 31023",https://web.archive.org/web/20200728191332/https://www.georgia-register.com/K731738-dodge-arts-guild-inc,2020-07-28,Eastman,https://web.archive.org/web/20200727205311/https://www.facebook.com/dodgeartsguildeastman/,2020-07-27,Dodge County,https://www.mapdevelopers.com/what-county-am-i-in.php,2020-07-27,Georgia,https://web.archive.org/web/20200727205311/https://www.facebook.com/dodgeartsguildeastman/,2020-07-27,United States of America,https://web.archive.org/web/20200727205311/https://www.facebook.com/dodgeartsguildeastman/,2020-07-27,"32.198399, -83.176670","https://www.google.com/maps/place/Magnolia+Theatre/@32.1983996,-83.1768073,21z",2020-07-27,+1-478-231-1020,https://web.archive.org/web/20200727205311/https://www.facebook.com/dodgeartsguildeastman/,2020-07-27,mailto:dodgeartsguild@gmail.com,https://web.archive.org/web/20200727211355/https://www.facebook.com/dodgeartsguildeastman/about/?ref=page_internal,2020-07-27,,,,,,,"","","",Dodge Arts Guild,https://web.archive.org/web/20200727205311/https://www.facebook.com/dodgeartsguildeastman/,2020-07-27,,,,,,,,,,dodgeartsguildeastman,https://web.archive.org/web/20200727205311/https://www.facebook.com/dodgeartsguildeastman/,2020-07-27,"","",,
1806,Elbert Theatre,https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,"theatre in Elberton, Georgia, USA",,theatre,https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,"100 South Oliver Street, Elberton, GA 30635",https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,Elberton,https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,Elbert County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,United States of America,https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,"34.109098, -82.868864","https://www.google.com/maps/place/The+Elbert+Theatre/@34.1091344,-82.8690995,21z",2020-07-27,+1-706-283-1049,https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,mailto:tking@cityofelberton.net,https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,https://www.elberttheatre.org/,https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,,,,"","","",Elbert Theatre Foundation,https://web.archive.org/web/20200727214155/https://www.elberttheatre.org/the-elbert-theatre-foundation.htm,2020-07-27,,,,,,,,,,,,,"","",,
1723,Elbert Arts Center,https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,"arts centre in Elberton, Georgia, USA",,arts centre,https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,"17 West Church Street, Elberton, GA 30635",https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,Elberton,https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,Elbert County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,United States of America,https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,"34.109331, -82.869353","https://www.google.com/maps/place/Elberton+Arts+Center/@34.109225,-82.8695412,21z",2020-07-27,+1-706-283-1049,https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,mailto:tking@cityofelberton.net,https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,https://www.elberttheatre.org/,https://web.archive.org/web/20200727214746/https://www.elberttheatre.org/,2020-07-27,,,,"","","",Elbert Theatre Foundation,https://web.archive.org/web/20200727214155/https://www.elberttheatre.org/the-elbert-theatre-foundation.htm,2020-07-27,,,,,,,,,,,,,"","",,
1917,Gilmer Arts Playhouse,https://web.archive.org/web/20200730190827/https://gilmerarts.com/playhouse-calendar-of-events/,2020-07-30,"theatre in Elijay, Georgia, USA",,theatre,https://web.archive.org/web/20200730190827/https://gilmerarts.com/playhouse-calendar-of-events/,2020-07-30,"135 North Dalton Street, Ellijay, GA 30540",https://web.archive.org/web/20200730190827/https://gilmerarts.com/playhouse-calendar-of-events/,2020-07-30,Ellijay,https://web.archive.org/web/20200730190827/https://gilmerarts.com/playhouse-calendar-of-events/,2020-07-30,Gilmer County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200730190827/https://gilmerarts.com/playhouse-calendar-of-events/,2020-07-30,United States of America,https://web.archive.org/web/20200730190827/https://gilmerarts.com/playhouse-calendar-of-events/,2020-07-30,"34.696006, -84.482351","https://www.google.com/maps/place/George+Link,+Jr+Gilmer+Arts+PLAYHOUSE/@34.696004,-84.4824874,21z",2020-07-30,+1-706-635-5605,https://web.archive.org/web/20200730190827/https://gilmerarts.com/playhouse-calendar-of-events/,2020-07-30,mailto:gilmerarts@gilmerarts.com,https://web.archive.org/web/20200730190827/https://gilmerarts.com/playhouse-calendar-of-events/,2020-07-30,https://gilmerarts.com/playhouse-calendar-of-events/,https://web.archive.org/web/20200730190827/https://gilmerarts.com/playhouse-calendar-of-events/,2020-07-30,,,,"","","",Gilmer Arts,https://web.archive.org/web/20200730190128/https://gilmerarts.com/,2020-07-30,,,,,,,,,,,,,"","",,
1918,Hawkinsville Opera House,https://web.archive.org/web/20200805180806/http://hawkinsvilleoperahouse.com/,2020-08-05,"opera house in Hawkinsville, Georgia, USA",,opera house,https://web.archive.org/web/20200805180806/http://hawkinsvilleoperahouse.com/,2020-08-05,"42 Lumpkin Street, Hawkinsville, GA 31036",https://web.archive.org/web/20200805180806/http://hawkinsvilleoperahouse.com/,2020-08-05,Hawkinsville,https://web.archive.org/web/20200805180806/http://hawkinsvilleoperahouse.com/,2020-08-05,Pulaski County,https://www.mapdevelopers.com/what-county-am-i-in.php,2020-08-04,Georgia,https://web.archive.org/web/20200805180806/http://hawkinsvilleoperahouse.com/,2020-08-05,United States of America,https://web.archive.org/web/20200805180806/http://hawkinsvilleoperahouse.com/,2020-08-05,"32.282224, -83.468335","https://www.google.com/maps/place/Hawkinsville+Opera+House/@32.2819816,-83.4682872,21z",2020-08-04,+1-478-783-1884,https://web.archive.org/web/20200805180806/http://hawkinsvilleoperahouse.com/,2020-08-05,mailto:info@hawkinsvilleoperahouse.com,https://web.archive.org/web/20200805180806/http://hawkinsvilleoperahouse.com/,2020-08-05,http://hawkinsvilleoperahouse.com/,https://web.archive.org/web/20200805180806/http://hawkinsvilleoperahouse.com/,2020-08-05,,,,"","","",,,,,,,,,,,,,,,,"","",,
1919,Suwanee Arts Center,https://web.archive.org/web/20200806194003/https://www.suwaneeartscenter.org/,2020-08-06,"arts centre in Suwanee, Georgia, USA",,arts centre,https://web.archive.org/web/20200806194003/https://www.suwaneeartscenter.org/,2020-08-06,"3930 Charleston Market Place, Units B6/B7, Suwanee, GA 30024",https://web.archive.org/web/20200806194003/https://www.suwaneeartscenter.org/,2020-08-06,Suwanee,https://web.archive.org/web/20200806194003/https://www.suwaneeartscenter.org/,2020-08-06,Gwinnett County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200806194003/https://www.suwaneeartscenter.org/,2020-08-06,United States of America,https://web.archive.org/web/20200806194003/https://www.suwaneeartscenter.org/,2020-08-06,"34.054837, -84.064614","https://www.google.com/maps/place/Suwanee+Arts+Center/@34.0548355,-84.0647503,21z",2020-08-06,+1-678-878-2818,https://web.archive.org/web/20200806194003/https://www.suwaneeartscenter.org/,2020-08-06,mailto:info@suwaneeartscenter.org,https://web.archive.org/web/20200806194536/https://www.suwaneeartscenter.org/contact,2020-08-06,https://www.suwaneeartscenter.org/,https://web.archive.org/web/20200806194003/https://www.suwaneeartscenter.org/,2020-08-06,,,,"","","",North Gwinnett Arts Association,https://web.archive.org/web/20200806193210/https://www.facebook.com/NorthGwinnettArtsAssociation/,2020-08-06,,,,,,,,,,NorthGwinnettArtsAssociation,https://web.archive.org/web/20200806193210/https://www.facebook.com/NorthGwinnettArtsAssociation/,2020-08-06,"","",,
1920,Sams Memorial Community Economic Development Inc,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"organization in Darien, Georgia, USA",,organization,https://web.archive.org/web/20200811200324/https://www.georgia-register.com/K203074-sams-memorial-community-economic-development-inc,2020-08-11,,https://web.archive.org/web/20200811200324/https://www.georgia-register.com/K203074-sams-memorial-community-economic-development-inc,2020-08-11,Darien,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,McIntosh County,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,Georgia,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,United States of America,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,"31.393854, -81.431003","https://www.google.com/maps/place/230+Blounts+Crossing,+Darien,+GA+31305/@31.3938513,-81.431138,21z",2020-08-11,+1-912-571-9014,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,mailto:geecheegullahringshouters@gmail.com,https://web.archive.org/web/20200714145225/https://gaarts.org/,2020-07-14,,,,,,,"","","",,,,Geechee Gullah Ring Shouters,https://web.archive.org/web/20200811185411/https://www.geecheegullahringshouters.com/,2020-08-11,,,,,,,,,,"","Data set supplied via email by the Director of Georgia Council for the Arts",,
1921,Poulan Library,https://web.archive.org/web/20200906182524/https://www.swcountychamber.com/attractions.html,2020-09-06,"historic library in Pulan, Georgia, USA",,library,https://web.archive.org/web/20200906182524/https://www.swcountychamber.com/attractions.html,2020-09-06,,,,Poulan,https://web.archive.org/web/20200906182524/https://www.swcountychamber.com/attractions.html,2020-09-06,Worth County,https://web.archive.org/web/20200906182524/https://www.swcountychamber.com/attractions.html,2020-09-06,Georgia,https://web.archive.org/web/20200906182524/https://www.swcountychamber.com/attractions.html,2020-09-06,United States of America,https://web.archive.org/web/20200906182524/https://www.swcountychamber.com/attractions.html,2020-09-06,"31.513183, -83.788272","https://www.google.com/maps/place/Poulan+Library/@31.5131892,-83.7904552,17z/",2020-09-06,,,,,,,,,,,,,"","","",,,,,,,,,,,,,,,,"","",,
1922,Homer M. Stark Law Library,https://web.archive.org/web/20200906191411/http://www.gcll.org/Contact.html,2020-09-06,"law library in Lawrenceville, Georgia, USA",,law library,https://web.archive.org/web/20200906191411/http://www.gcll.org/Contact.html,2020-09-06,"75 Langley Drive, Lawrenceville, GA 30046",https://web.archive.org/web/20200906191411/http://www.gcll.org/Contact.html,2020-09-06,Lawrenceville,https://web.archive.org/web/20200906191411/http://www.gcll.org/Contact.html,2020-09-06,Gwinett County,https://web.archive.org/web/20200906191637/https://www.uscounties.com/zipcodes/search.pl?query=30046&stpos=0&stype=AND,2020-09-06,Georgia,https://web.archive.org/web/20200906191411/http://www.gcll.org/Contact.html,2020-09-06,United States of America,https://web.archive.org/web/20200906191411/http://www.gcll.org/Contact.html,2020-09-06,"33.951464, -83.993219","https://www.google.com/maps/place/Homer+M.+Stark+Library/@33.9514904,-83.9954074,17z/",2020-09-06,+1-770-822-8575,https://web.archive.org/web/20200906191411/http://www.gcll.org/Contact.html,2020-09-06,"mailto:StarkLawLibrary@gwinnettcounty.com ",https://web.archive.org/web/20200906191411/http://www.gcll.org/Contact.html,2020-09-06,http://www.gcll.org/home.html,https://web.archive.org/web/20200906191422/http://www.gcll.org/home.html,2020-09-06,,,,"","","",,,,,,,,,,,,,,,,"","",,
1923,American Prohibition Museum,https://web.archive.org/web/20200906192202/https://www.americanprohibitionmuseum.com/,2020-09-06,"museum in Savannah, Georgia, USA",,museum,https://web.archive.org/web/20200906192240/https://www.americanprohibitionmuseum.com/contact,2020-09-06,"209 W. St. Julian Street, Savannah GA 31401",https://web.archive.org/web/20200906192240/https://www.americanprohibitionmuseum.com/contact,2020-09-06,Savannah,https://web.archive.org/web/20200906192240/https://www.americanprohibitionmuseum.com/contact,2020-09-06,Chatham County,https://web.archive.org/web/20200906192240/https://www.americanprohibitionmuseum.com/contact,2020-09-06,Georgia,https://web.archive.org/web/20200906192240/https://www.americanprohibitionmuseum.com/contact,2020-09-06,United States of America,https://web.archive.org/web/20200906192240/https://www.americanprohibitionmuseum.com/contact,2020-09-06,"32.080557, -81.094624","https://www.google.com/maps/place/American+Prohibition+Museum/@32.080559,-81.0951707,19z/",2020-09-06,+1-912-551-4054,https://web.archive.org/web/20200906192240/https://www.americanprohibitionmuseum.com/contact,2020-09-06,,,,https://www.americanprohibitionmuseum.com/,https://web.archive.org/web/20200906192202/https://www.americanprohibitionmuseum.com/,2020-09-06,,,,"","","",,,,,,,,,,,,,,,,"","",,
1924,Bloomingdale History Museum and Visitor's Center,https://web.archive.org/web/20200906192852/http://www.bloomingdale-ga.com/Bloomingdale-History-Museum.html,2020-09-06,"history museum in Bloomingdale, Georgia, USA",Bloomingdale History Museum & Visitor's Center,history museum,https://web.archive.org/web/20200906192852/http://www.bloomingdale-ga.com/Bloomingdale-History-Museum.html,2020-09-06,"205 US-80, Bloomingdale, GA 31302","https://www.google.com/maps/place/Bloomingdale+History+Museum/@32.131611,-81.2972504,20z/",2020-09-06,Bloomingdale,https://web.archive.org/web/20200906192852/http://www.bloomingdale-ga.com/Bloomingdale-History-Museum.html,2020-09-06,Chatham County,https://web.archive.org/web/20200906193402/https://www.uscounties.com/zipcodes/search.pl?query=31302&stpos=0&stype=AND,2020-09-06,Georgia,https://web.archive.org/web/20200906192852/http://www.bloomingdale-ga.com/Bloomingdale-History-Museum.html,2020-09-06,United States of America,https://web.archive.org/web/20200906192852/http://www.bloomingdale-ga.com/Bloomingdale-History-Museum.html,2020-09-06,"32.131316, -81.297368","https://www.google.com/maps/place/Bloomingdale+History+Museum/@32.131611,-81.2972504,20z/",2020-09-06,+1-912-748-0970,https://web.archive.org/web/20200906192852/http://www.bloomingdale-ga.com/Bloomingdale-History-Museum.html,2020-09-06,,,,http://www.bloomingdale-ga.com/Bloomingdale-History-Museum.html,https://web.archive.org/web/20200906192852/http://www.bloomingdale-ga.com/Bloomingdale-History-Museum.html,2020-09-06,,,,"","","",,,,,,,,,,,,,,,,"","",,
1925,Harper Fowlkes House,https://web.archive.org/web/20200906193759/http://www.harperfowlkeshouse.com/contact-us/,2020-09-06,"historic house in Savannah, Georgia, USA",,historic house,https://web.archive.org/web/20200906193759/http://www.harperfowlkeshouse.com/contact-us/,2020-09-06,"230 Barnard Street, Savannah GA 31401",https://web.archive.org/web/20200906193759/http://www.harperfowlkeshouse.com/contact-us/,2020-09-06,Savannah,https://web.archive.org/web/20200906193759/http://www.harperfowlkeshouse.com/contact-us/,2020-09-06,Chatham County,https://web.archive.org/web/20200906193759/http://www.harperfowlkeshouse.com/contact-us/,2020-09-06,Georgia,https://web.archive.org/web/20200906193759/http://www.harperfowlkeshouse.com/contact-us/,2020-09-06,United States of America,https://web.archive.org/web/20200906193759/http://www.harperfowlkeshouse.com/contact-us/,2020-09-06,"32.076030, -81.094826","https://www.google.com/maps/place/Harper+Fowlkes+House/@32.0760335,-81.0970135,17z/",2020-09-06,+1-912-234-2180,https://web.archive.org/web/20200906193759/http://www.harperfowlkeshouse.com/contact-us/,2020-09-06,mailto:info@harperfowlkeshouse.com,https://web.archive.org/web/20200906193759/http://www.harperfowlkeshouse.com/contact-us/,2020-09-06,http://www.harperfowlkeshouse.com/,https://web.archive.org/web/20200906193759/http://www.harperfowlkeshouse.com/contact-us/,2020-09-06,,,,"","","",,,,,,,,,,,,,,,,"","",,
1926,Berrien House,https://web.archive.org/web/20200906205910/http://www.berrienhouse.org/,2020-09-06,"historic house in Savannah, Georgia, USA",,historic house,https://web.archive.org/web/20200906205910/http://www.berrienhouse.org/,2020-09-06,"322 E Broughton Street, Savannah, GA 31401 ",https://web.archive.org/web/20200906203637/https://www.thehistorylist.com/sites/berrien-house-savannah-georgia/patriots-of-the-american-revolution-road-trip-to-their-birthplaces-and-homes,2020-09-06,Savannah,https://web.archive.org/web/20200906203042/https://www.georgiatrust.org/preservation-awards/berrien-house/,2020-09-06,Chatham County,https://web.archive.org/web/20200906203042/https://www.georgiatrust.org/preservation-awards/berrien-house/,2020-09-06,Georgia,https://web.archive.org/web/20200906203042/https://www.georgiatrust.org/preservation-awards/berrien-house/,2020-09-06,United States of America,https://web.archive.org/web/20200906203042/https://www.georgiatrust.org/preservation-awards/berrien-house/,2020-09-06,"32.078030, -81.087766","https://www.google.com/maps/place/322+E+Broughton+St,+Savannah,+GA+31401/@32.078032,-81.0883142,19z/",2020-09-06,,,,,,,http://www.berrienhouse.org/,https://web.archive.org/web/20200906205910/http://www.berrienhouse.org/,2020-09-06,,,,"","","",,,,,,,,,,,,,Berrien-House-470182653048908,https://web.archive.org/web/20200906210750/https://www.facebook.com/Berrien-House-470182653048908/about/?ref=page_internal,2020-09-06,"","",,
1927,Houston Praise House,https://web.archive.org/web/20200906212057/https://houstonmuseum1886.wordpress.com/about/,2020-09-06,"historic church in Port Wentworth, Georgia, USA",Houston Baptist Church,church,https://web.archive.org/web/20200906212057/https://houstonmuseum1886.wordpress.com/about/,2020-09-06,"8000 GA-21, Port Wentworth, GA 31407",https://web.archive.org/web/20200906212057/https://houstonmuseum1886.wordpress.com/about/,2020-09-06,Savannah,https://web.archive.org/web/20200906212057/https://houstonmuseum1886.wordpress.com/about/,2020-09-06,Chatham County,https://web.archive.org/web/20200906212057/https://houstonmuseum1886.wordpress.com/about/,2020-09-06,Georgia,https://web.archive.org/web/20200906212057/https://houstonmuseum1886.wordpress.com/about/,2020-09-06,United States of America,https://web.archive.org/web/20200906212057/https://houstonmuseum1886.wordpress.com/about/,2020-09-06,"32.219389, -81.196533","https://www.google.com/maps/place/Houston+Baptist+Church/@32.2194297,-81.1965561,21z/",2020-09-06,,,,,,,,,,,,,"","","",,,,,,,,,,,,,HoustonMuseumPortWentworth,https://web.archive.org/web/20200906211513/https://www.facebook.com/HoustonMuseumPortWentworth/,2020-09-06,"","",,
1928,Jepson House,https://web.archive.org/web/20200906213537/https://georgiahistory.com/about-ghs/jepson-house-education-center/,2020-09-06,"historic house in Savannah, Georgia, USA",Jepson House Education Center,historic house,https://web.archive.org/web/20200906213537/https://georgiahistory.com/about-ghs/jepson-house-education-center/,2020-09-06,"104 W Gaston Street, Savannah, GA 31401","https://www.google.com/maps/place/Jepson+House+Education+Center/@32.070836,-81.0986047,17z/",2020-09-06,Savannah,https://web.archive.org/web/20200906213537/https://georgiahistory.com/about-ghs/jepson-house-education-center/,2020-09-06,Chatham County,https://web.archive.org/web/20200906213537/https://georgiahistory.com/about-ghs/jepson-house-education-center/,2020-09-06,Georgia,https://web.archive.org/web/20200906213537/https://georgiahistory.com/about-ghs/jepson-house-education-center/,2020-09-06,United States of America,https://web.archive.org/web/20200906213537/https://georgiahistory.com/about-ghs/jepson-house-education-center/,2020-09-06,"32.070832, -81.096418","https://www.google.com/maps/place/Jepson+House+Education+Center/@32.070836,-81.0986047,17z/",2020-09-06,+1-912-651-2125,https://web.archive.org/web/20200906213717/https://georgiahistory.com/about-ghs/contact-us/,2020-09-06,mailto:lgculler@georgiahistory.com,https://web.archive.org/web/20200906213629/https://georgiahistory.com/about-ghs/staff/,2020-09-06,https://georgiahistory.com/about-ghs/jepson-house-education-center/,https://web.archive.org/web/20200906213537/https://georgiahistory.com/about-ghs/jepson-house-education-center/,2020-09-06,,,,"","","",,,,,,,,,,,,,,,,"","",,
1929,Mother Matilda Beasley Home,https://web.archive.org/web/20200907130853/https://www.savannahchamber.com/membership/member-directory/arts-and-culture/museums/chatham-county-parks-and-recreation-mother-matilda-beasley-museum-4196/,2020-09-07,"historic house in Savannah, Georgia, USA",Mother Mathilda Beasley Museum,historic house,https://web.archive.org/web/20200907130853/https://www.savannahchamber.com/membership/member-directory/arts-and-culture/museums/chatham-county-parks-and-recreation-mother-matilda-beasley-museum-4196/,2020-09-07,"500 E. Broad Street, Savannah, GA 31401",https://web.archive.org/web/20200907130853/https://www.savannahchamber.com/membership/member-directory/arts-and-culture/museums/chatham-county-parks-and-recreation-mother-matilda-beasley-museum-4196/,2020-09-07,Savannah,https://web.archive.org/web/20200907130853/https://www.savannahchamber.com/membership/member-directory/arts-and-culture/museums/chatham-county-parks-and-recreation-mother-matilda-beasley-museum-4196/,2020-09-07,Chatham County,https://web.archive.org/web/20200907130853/https://www.savannahchamber.com/membership/member-directory/arts-and-culture/museums/chatham-county-parks-and-recreation-mother-matilda-beasley-museum-4196/,2020-09-07,Georgia,https://web.archive.org/web/20200907130853/https://www.savannahchamber.com/membership/member-directory/arts-and-culture/museums/chatham-county-parks-and-recreation-mother-matilda-beasley-museum-4196/,2020-09-07,United States of America,https://web.archive.org/web/20200907130853/https://www.savannahchamber.com/membership/member-directory/arts-and-culture/museums/chatham-county-parks-and-recreation-mother-matilda-beasley-museum-4196/,2020-09-07,"32.068347, -81.087285","https://www.google.com/maps/place/Mother+Mathilda+Beasley+Park/@32.0684244,-81.0881645,18z/",2020-09-07,+1-912-652-6780,https://web.archive.org/web/20200907131418/http://parks.chathamcounty.org/Parks/Neighborhood-Parks/Mother-Mathilda-Beasley,2020-09-07,,,,http://parks.chathamcounty.org/Parks/Neighborhood-Parks/Mother-Mathilda-Beasley,https://web.archive.org/web/20200907131418/http://parks.chathamcounty.org/Parks/Neighborhood-Parks/Mother-Mathilda-Beasley,2020-09-07,,,,"","","",,,,,,,,,,,,,,,,"","",,
1930,Bloomingdale City Hall,https://web.archive.org/web/20200907132130/http://www.bloomingdale-ga.com/,2020-09-07,"city hall in Bloomingdale, Georgia, USA",,city hall,https://web.archive.org/web/20200907132130/http://www.bloomingdale-ga.com/,2020-09-07,"8 US-80, Bloomingdale, GA 31302",https://web.archive.org/web/20200907132211/http://www.bloomingdale-ga.com/Contact-Us.html,2020-09-07,Bloomingdale,https://web.archive.org/web/20200907132211/http://www.bloomingdale-ga.com/Contact-Us.html,2020-09-07,Chatham County,https://web.archive.org/web/20200907132211/http://www.bloomingdale-ga.com/Contact-Us.html,2020-09-07,Georgia,https://web.archive.org/web/20200907132211/http://www.bloomingdale-ga.com/Contact-Us.html,2020-09-07,United States of America,https://web.archive.org/web/20200907132211/http://www.bloomingdale-ga.com/Contact-Us.html,2020-09-07,"32.133553, -81.301939","https://www.google.com/maps/place/8+US-80/@32.1335281,-81.3021367,20z/",2020-09-07,+1-912-748-0970,https://web.archive.org/web/20200907132211/http://www.bloomingdale-ga.com/Contact-Us.html,2020-09-07,,,,http://www.bloomingdale-ga.com/,https://web.archive.org/web/20200907132130/http://www.bloomingdale-ga.com/,2020-09-07,,,,"","","",,,,,,,,,,,,,,,,"","",,
